National,Province,District,Facility Name,Facility code
Zimbabwe Ministry of Health,Masvingo ,Chiredzi ,Makambe Clinic,ZW080234
Zimbabwe Ministry of Health,Masvingo ,Chiredzi ,Malipati Rural Health Centre,ZW080207
Zimbabwe Ministry of Health,Masvingo ,Chivi ,Mandamabwe Rural Health Centre,ZW080303
Zimbabwe Ministry of Health,Masvingo ,Bikita ,Mandara Clinic,ZW080127
Zimbabwe Ministry of Health,Masvingo ,Zaka ,Mandhloro Clinic,ZW080741
Zimbabwe Ministry of Health,Masvingo ,Masvingo ,Mapanzure Clinic,ZW080528
Zimbabwe Ministry of Health,Masvingo ,Mwenezi ,Maranda Clinic,ZW080691
Zimbabwe Ministry of Health,Masvingo ,Mwenezi ,Maranda Sub Rural Health Centre,ZW080604
Zimbabwe Ministry of Health,Masvingo ,Mwenezi ,Marinda Clinic,ZW080632
Zimbabwe Ministry of Health,Masvingo ,Bikita ,Marozva Clinic,ZW080128
Zimbabwe Ministry of Health,Masvingo ,Bikita ,Mashoko Mission Hospital,ZW08010C
Zimbabwe Ministry of Health,Masvingo ,Chivi ,Masinire Clinic,ZW080323
Zimbabwe Ministry of Health,Masvingo ,Masvingo ,Masvingo City,
Zimbabwe Ministry of Health,Masvingo ,Masvingo ,Masvingo Polytechnic College Clinic,ZW080511
Zimbabwe Ministry of Health,Masvingo ,Masvingo ,Masvingo Provincial Hospital,ZW08050A
Zimbabwe Ministry of Health,Masvingo ,Masvingo ,Masvingo Rural District Council,
Zimbabwe Ministry of Health,Masvingo ,Masvingo ,Masvingo Rural District Council Mobile,
Zimbabwe Ministry of Health,Masvingo ,Masvingo ,Masvingo Teachers' College Clinic,ZW080510
Zimbabwe Ministry of Health,Masvingo ,Masvingo ,Masvingo ZRP Clinic,ZW080508
Zimbabwe Ministry of Health,Masvingo ,Gutu ,Mataruse Clinic,ZW080438
Zimbabwe Ministry of Health,Masvingo ,Mwenezi ,Matibi Mission Hospital,ZW08060B
Zimbabwe Ministry of Health,Masvingo ,Gutu ,Matizha Rural Health Centre,ZW080403
Zimbabwe Ministry of Health,Masvingo ,Gutu ,Matomuse Clinic,
Zimbabwe Ministry of Health,Masvingo ,Mwenezi ,Mazetese Clinic,ZW080625
Zimbabwe Ministry of Health,Masvingo ,Masvingo ,Mazorodze Clinic,
Zimbabwe Ministry of Health,Masvingo ,Gutu ,Mazuru Clinic,ZW080429
Zimbabwe Ministry of Health,Masvingo ,Chiredzi ,Mhlanguleni Rural Health Centre,ZW080208
Zimbabwe Ministry of Health,Masvingo ,Chiredzi ,Mkwasine Clinic,ZW080282
Zimbabwe Ministry of Health,Masvingo ,Mwenezi ,Mlelezi Clinic,ZW080630
Zimbabwe Ministry of Health,Masvingo ,Masvingo ,Morgenster Mission Hospital,ZW08050D
Zimbabwe Ministry of Health,Masvingo ,Bikita ,Mukanga Rural Health Centre,ZW080104
Zimbabwe Ministry of Health,Masvingo ,Gutu ,Mukaro Mission Clinic,
Zimbabwe Ministry of Health,Masvingo ,Gutu ,Mukaro Mission Hospital,ZW080493
Zimbabwe Ministry of Health,Masvingo ,Bikita ,Mukore Rural Health Centre,ZW080105
Zimbabwe Ministry of Health,Masvingo ,Masvingo ,Mukosi Rural Health Centre,ZW080502
Zimbabwe Ministry of Health,Masvingo ,Bikita ,Mungezi Rural Health Centre,ZW080132
Zimbabwe Ministry of Health,Masvingo ,Mwenezi ,Munyamani Rural Health Centre,
Zimbabwe Ministry of Health,Masvingo ,Gutu ,Munyikwa Clinic,ZW080430
Zimbabwe Ministry of Health,Masvingo ,Masvingo ,Murinye Clinic,ZW080531
Zimbabwe Ministry of Health,Masvingo ,Mwenezi ,Murove Clinic,ZW080629
Zimbabwe Ministry of Health,Masvingo ,Bikita ,Murwira Clinic,ZW080131
Zimbabwe Ministry of Health,Masvingo ,Masvingo ,Mushandike Rural Health Centre,ZW080503
Zimbabwe Ministry of Health,Masvingo ,Mwenezi ,Mushava Clinic,ZW080627
Zimbabwe Ministry of Health,Masvingo ,Gutu ,Mushaviri Rural Health Centre,ZW080401
Zimbabwe Ministry of Health,Masvingo ,Zaka ,Mushaya Clinic,ZW080733
Zimbabwe Ministry of Health,Masvingo ,Zaka ,Musiso Mission Hospital,ZW08070C
Zimbabwe Ministry of Health,Masvingo ,Masvingo ,Musvovi Rural Health Centre,ZW080504
Zimbabwe Ministry of Health,Masvingo ,Gutu ,Mutema Rural Health Centre,ZW080404
Zimbabwe Ministry of Health,Masvingo ,Gutu ,Mutero Mission Hospital,ZW080492
Zimbabwe Ministry of Health,Masvingo ,Gutu ,Mutero Rural Health Centre,
Zimbabwe Ministry of Health,Masvingo ,Chiredzi ,Muteyo Rural Health Centre,ZW080209
Zimbabwe Ministry of Health,Masvingo ,Bikita ,Mutikizizi Rural Health Centre,ZW080133
Zimbabwe Ministry of Health,Masvingo ,Masvingo ,Mutimurefu Rural Health Centre,
Zimbabwe Ministry of Health,Masvingo ,Bikita ,Muvava Clinic,ZW080108
Zimbabwe Ministry of Health,Masvingo ,Mwenezi ,Mwenezana Clinic,ZW080682
Zimbabwe Ministry of Health,Masvingo ,Mwenezi ,Mwenezi Clinic,ZW080628
Zimbabwe Ministry of Health,Masvingo ,Mwenezi ,Mwenezi EPI Mobile,
Zimbabwe Ministry of Health,Masvingo ,Zaka ,Ndanga Clinic,ZW080734
Zimbabwe Ministry of Health,Masvingo ,Zaka ,Ndanga District Hospital,ZW08070A
Zimbabwe Ministry of Health,Masvingo ,Bikita ,Negovani Clinic,ZW080130
Zimbabwe Ministry of Health,Masvingo ,Mwenezi ,Nehanda Rural Health Centre,ZW080605
Zimbabwe Ministry of Health,Masvingo ,Masvingo ,Nemamwa Rural Health Centre,ZW080506
Zimbabwe Ministry of Health,Masvingo ,Gutu ,Nemashakwe Rural Health Centre,ZW080405
Zimbabwe Ministry of Health,Masvingo ,Zaka ,Nemauku Rural Health Centre,ZW080703
Zimbabwe Ministry of Health,Masvingo ,Mwenezi ,Neshuro District Hospital,ZW08060A
Zimbabwe Ministry of Health,Masvingo ,Masvingo ,Ngomahuru Psychiatric Hospital,ZW08050B
Zimbabwe Ministry of Health,Masvingo ,Masvingo ,Ngomahuru Rural Health Centre,ZW080544
Zimbabwe Ministry of Health,Masvingo ,Bikita ,Ngorima Rural Health Centre,ZW080107
Zimbabwe Ministry of Health,Masvingo ,Chivi ,Ngundu Rural Health Centre,ZW080304
Zimbabwe Ministry of Health,Masvingo ,Zaka ,Nhema Clinic,ZW080735
Zimbabwe Ministry of Health,Masvingo ,Chivi ,Nyahombe Rural Health Centre,ZW080305
Zimbabwe Ministry of Health,Masvingo ,Masvingo ,Nyajena Rural Hospital,ZW08050C
Zimbabwe Ministry of Health,Masvingo ,Zaka ,Nyakunhuwa Clinic,ZW080736
Zimbabwe Ministry of Health,Masvingo ,Masvingo ,Nyamande Clinic,
Zimbabwe Ministry of Health,Masvingo ,Chiredzi ,Nyangambe Rural Health Centre,
Zimbabwe Ministry of Health,Masvingo ,Gutu ,Nyazvidzi Clinic,ZW080431
Zimbabwe Ministry of Health,Masvingo ,Bikita ,Nyika Rural Health Centre,ZW080106
Zimbabwe Ministry of Health,Masvingo ,Masvingo ,Nyikavanhu Rural Health Centre,ZW080507
Zimbabwe Ministry of Health,Masvingo ,Bikita ,Odzi Clinic,ZW080129
Zimbabwe Ministry of Health,Masvingo ,Chiredzi ,Old Boli Rural Health Centre,ZW080212
Zimbabwe Ministry of Health,Masvingo ,Chiredzi ,Pahlela Clinic,ZW080214
Zimbabwe Ministry of Health,Masvingo ,Chiredzi ,Porepore Clinic,ZW080229
Zimbabwe Ministry of Health,Masvingo ,Masvingo ,PSI Newstart Masvingo,
Zimbabwe Ministry of Health,Masvingo ,Chivi ,Razi Rural Health Centre,ZW080306
Zimbabwe Ministry of Health,Masvingo ,Masvingo ,Renco Mine Clinic,ZW080576
Zimbabwe Ministry of Health,Masvingo ,Masvingo ,Rukovo Clinic,ZW080532
Zimbabwe Ministry of Health,Masvingo ,Chiredzi ,Rupangwana Clinic,ZW080230
Zimbabwe Ministry of Health,Masvingo ,Bikita ,Ruponeso Clinic,ZW080195
Zimbabwe Ministry of Health,Masvingo ,Chiredzi ,Rutandare Clinic,ZW080231
Zimbabwe Ministry of Health,Masvingo ,Mwenezi ,Rutenga Clinic,ZW080606
Zimbabwe Ministry of Health,Masvingo ,Mwenezi ,Rutenga NRZ Clinic,ZW080681
Zimbabwe Ministry of Health,Masvingo ,Chiredzi ,Samu Rural Health Centre,ZW080213
Zimbabwe Ministry of Health,Masvingo ,Gutu ,Serima Mission Hospital,ZW080491
Zimbabwe Ministry of Health,Masvingo ,Chivi ,Shindi Satellite Clinic,ZW080324
Zimbabwe Ministry of Health,Masvingo ,Masvingo ,Shonganiso Clinic,ZW080592
Zimbabwe Ministry of Health,Masvingo ,Masvingo ,Shumba Clinic,ZW080533
Zimbabwe Ministry of Health,Masvingo ,Bikita ,Silveira Mission Hospital,ZW08010D
Zimbabwe Ministry of Health,Masvingo ,Zaka ,Siyawareva Clinic,ZW080737
Zimbabwe Ministry of Health,Masvingo ,Gutu ,Soti Source Rural Health Centre,ZW080406
Zimbabwe Ministry of Health,Masvingo ,Chiredzi ,St Joseph Clinic,ZW080227
Zimbabwe Ministry of Health,Masvingo ,Masvingo ,Summerton Rural Health Centre,ZW080512
Zimbabwe Ministry of Health,Masvingo ,Zaka ,Svuure Rural Health Centre,ZW080704
Zimbabwe Ministry of Health,Masvingo ,Chivi ,Takavarasha Rural Health Centre,ZW080307
Zimbabwe Ministry of Health,Masvingo ,Gutu ,Tirizi Satellite Clinic,ZW080433
Zimbabwe Ministry of Health,Masvingo ,Chiredzi ,Triangle Private Hospital,ZW08020D
Zimbabwe Ministry of Health,Masvingo ,Chiredzi ,Tshovani Clinic,ZW080233
Zimbabwe Ministry of Health,Masvingo ,Zaka ,Veza Clinic,ZW080738
Zimbabwe Ministry of Health,Masvingo ,Masvingo ,Victoria High School Clinic,ZW080515
Zimbabwe Ministry of Health,Masvingo ,Chivi ,Vuranda Clinic,ZW080325
Zimbabwe Ministry of Health,Masvingo ,Chivi ,Vutete Health Centre,ZW080326
Zimbabwe Ministry of Health,Masvingo ,Masvingo ,Wendedzo Clinic,ZW080542
Zimbabwe Ministry of Health,Masvingo ,Zaka ,Zaka EPI Mobile,
Zimbabwe Ministry of Health,Masvingo ,Masvingo ,Zano Clinic,ZW080536
Zimbabwe Ministry of Health,Masvingo ,Zaka ,Zibwowa Rural Health Centre,ZW080705
Zimbabwe Ministry of Health,Masvingo ,Masvingo ,Zimuto BC Clinic,ZW080534
Zimbabwe Ministry of Health,Masvingo ,Masvingo ,Zimuto Mission Clinic,ZW080593
Zimbabwe Ministry of Health,Masvingo ,Gutu ,Zinhata Clinic,ZW080432
Zimbabwe Ministry of Health,Masvingo ,Chivi ,Zivuku Clinic,ZW080327
Zimbabwe Ministry of Health,Masvingo ,Chiredzi ,ZPS Chiredzi Prison Clinic,
Zimbabwe Ministry of Health,Masvingo ,Masvingo ,ZPS Masvingo Remand Prison Clinic,ZW080529
Zimbabwe Ministry of Health,Masvingo ,Masvingo ,ZPS Mutimurefu Prison Clinic,
Zimbabwe Ministry of Health,Masvingo ,Masvingo ,ZPS Mutimurefu Prison Clinic,ZW080505
Zimbabwe Ministry of Health,Masvingo ,Bikita ,ZRP Bikita Clinic,
Zimbabwe Ministry of Health,Masvingo ,Chiredzi ,ZRP Chiredzi Clinic,
Zimbabwe Ministry of Health,Masvingo ,Masvingo ,ZRP Zimuto Provincial Camp Clinic,
Zimbabwe Ministry of Health,Masvingo ,Masvingo ,Zvamahande Clinic,ZW080543
Zimbabwe Ministry of Health,Masvingo ,Gutu ,Zvavahera Rural Health Centre,ZW080409
Zimbabwe Ministry of Health,Mashonaland West ,Makonde ,Alaska Munic Clinic,ZW040463
Zimbabwe Ministry of Health,Mashonaland West ,Zvimba ,Arda Sisi RDC Clinic,ZW040741
Zimbabwe Ministry of Health,Mashonaland West ,Zvimba ,Aryshire Mine Clinic,ZW040780
Zimbabwe Ministry of Health,Mashonaland West ,Zvimba ,Ayshire RDC Clinic,ZW040742
Zimbabwe Ministry of Health,Mashonaland West ,Zvimba ,Banket District Hospital,
Zimbabwe Ministry of Health,Mashonaland West ,Zvimba ,Banket Outreach Mobile,
Zimbabwe Ministry of Health,Mashonaland West ,Chegutu ,Batsiranai Nursing Home,ZW040178
Zimbabwe Ministry of Health,Mashonaland West ,Mhondoro ,Battlefieds clinic,
Zimbabwe Ministry of Health,Mashonaland West ,Mhondoro ,Battlefieds clinic,
Zimbabwe Ministry of Health,Mashonaland West ,Mhondoro ,Battlefields5 Brigade Army Clinic,ZW040501
Zimbabwe Ministry of Health,Mashonaland West ,Chegutu ,Beersheba Mission Clinic,
Zimbabwe Ministry of Health,Mashonaland West ,Zvimba ,Bervking,ZW040760
Zimbabwe Ministry of Health,Mashonaland West ,Sanyati ,Blackmovale Clinic,ZW040620
Zimbabwe Ministry of Health,Mashonaland West ,Chegutu ,Brunswick Clinic,ZW040135
Zimbabwe Ministry of Health,Mashonaland West ,Mhondoro ,Bururu RDC Clinic,ZW040517
Zimbabwe Ministry of Health,Mashonaland West ,Kariba ,Caribea Bay Private Clinic,
Zimbabwe Ministry of Health,Mashonaland West ,Sanyati ,Chakari Mine Clinic,ZW040651
Zimbabwe Ministry of Health,Mashonaland West ,Kariba ,Chalala RDC Clinic,ZW040325
Zimbabwe Ministry of Health,Mashonaland West ,Sanyati ,Chegutu 6 Clinic,
Zimbabwe Ministry of Health,Mashonaland West ,Chegutu ,Chegutu CBDS Clinic,
Zimbabwe Ministry of Health,Mashonaland West ,Chegutu ,Chegutu Clinic,ZW040131
Zimbabwe Ministry of Health,Mashonaland West ,Chegutu ,Chegutu District Hospital,
Zimbabwe Ministry of Health,Mashonaland West ,Chegutu ,Chegutu District Hospital FCH,
Zimbabwe Ministry of Health,Mashonaland West ,Sanyati ,Chemukute Municipal Clinic,ZW040635
Zimbabwe Ministry of Health,Mashonaland West ,Hurungwe ,Chibara Clinic,ZW040208
Zimbabwe Ministry of Health,Mashonaland West ,Chegutu ,Chibero Rural Health Centre,
Zimbabwe Ministry of Health,Mashonaland West ,Hurungwe ,Chidamoyo Mission Hospital,ZW04020D
Zimbabwe Ministry of Health,Mashonaland West ,Chegutu ,Chikara Clinic,ZW040125
Zimbabwe Ministry of Health,Mashonaland West ,Zvimba ,Chikeya RDC Clinic,
Zimbabwe Ministry of Health,Mashonaland West ,Makonde ,Chikonohono Munic Clinic,ZW040462
Zimbabwe Ministry of Health,Mashonaland West ,Makonde ,Chimanimani RDC Clinic,ZW040486
Zimbabwe Ministry of Health,Mashonaland West ,Chegutu ,Chinengundu Clinic,ZW040148
Zimbabwe Ministry of Health,Mashonaland West ,Mhondoro ,Chingondo RDC Clinic,ZW040518
Zimbabwe Ministry of Health,Mashonaland West ,Hurungwe ,Chinhere Clinic,ZW040225
Zimbabwe Ministry of Health,Mashonaland West ,Makonde ,Chinhoyi Munic Clinic,ZW040461
Zimbabwe Ministry of Health,Mashonaland West ,Makonde ,Chinhoyi Provincial Hospital,ZW04040A
Zimbabwe Ministry of Health,Mashonaland West ,Makonde ,Chinhoyi Univ of Tech Clinic,ZW040403
Zimbabwe Ministry of Health,Mashonaland West ,Makonde ,Chinhoyi ZRP Clinic,ZW040402
Zimbabwe Ministry of Health,Mashonaland West ,Makonde ,Chipfuwamiti Clinic,zw040491
Zimbabwe Ministry of Health,Mashonaland West ,Zvimba ,Chirau RDC Clinic,ZW040726
Zimbabwe Ministry of Health,Mashonaland West ,Sanyati ,Chirikiti RDC Clinic,ZW040621
Zimbabwe Ministry of Health,Mashonaland West ,Hurungwe ,Chirundu Rural Health Centre,ZW040201
Zimbabwe Ministry of Health,Mashonaland West ,Hurungwe ,Chivende Rural Health Centre,ZW040202
Zimbabwe Ministry of Health,Mashonaland West ,Chegutu ,Chivero Clinic,ZW040126
Zimbabwe Ministry of Health,Mashonaland West ,Zvimba ,Chivhere Rural Health Centre,ZW040701
Zimbabwe Ministry of Health,Mashonaland West ,Hurungwe ,Chundu Clinic,
Zimbabwe Ministry of Health,Mashonaland West ,Zvimba ,Crest Breeders Private Clin,ZW040762
Zimbabwe Ministry of Health,Mashonaland West ,Zvimba ,Darwendale Rural Hospital,ZW04070C
Zimbabwe Ministry of Health,Mashonaland West ,Chegutu ,David Whitehead Clinic,ZW040177
Zimbabwe Ministry of Health,Mashonaland West ,Hurungwe ,Dete Clinic,ZW040296
Zimbabwe Ministry of Health,Mashonaland West ,Hurungwe ,Deve Clinic,ZW040203
Zimbabwe Ministry of Health,Mashonaland West ,Makonde ,Doma RDC Clinic,ZW040445
Zimbabwe Ministry of Health,Mashonaland West ,Chegutu ,Dombwe Clinic,ZW040132
Zimbabwe Ministry of Health,Mashonaland West ,Mhondoro ,Donain Rural Health Centre,ZW040502
Zimbabwe Ministry of Health,Mashonaland West ,Mhondoro ,Dondoshava Rural Health Centre,ZW040503
Zimbabwe Ministry of Health,Mashonaland West ,Hurungwe ,Doro Clinic,ZW040299
Zimbabwe Ministry of Health,Mashonaland West ,Makonde ,Dr Chitambo Surgery,
Zimbabwe Ministry of Health,Mashonaland West ,Chegutu ,Dudley Hall Clinic,
Zimbabwe Ministry of Health,Mashonaland West ,Zvimba ,Dzivaresekwa gvt Clinic,ZW040703
Zimbabwe Ministry of Health,Mashonaland West ,Makonde ,FACT New Start Centre Outreach,
Zimbabwe Ministry of Health,Mashonaland West ,Makonde ,FACT New Start Centre Static,
Zimbabwe Ministry of Health,Mashonaland West ,Zvimba ,Father O'Hea Mission Hospital,ZW04070E
Zimbabwe Ministry of Health,Mashonaland West ,Kariba ,Gache-Gache Rural Health Centre,ZW040302
Zimbabwe Ministry of Health,Mashonaland West ,Makonde ,Gamanya RDC clinic,ZW040485
Zimbabwe Ministry of Health,Mashonaland West ,Mhondoro ,Gavhunga RDC,ZW040519
Zimbabwe Ministry of Health,Mashonaland West ,Chegutu ,Glenluce Clinic,ZW0401039
Zimbabwe Ministry of Health,Mashonaland West ,Makonde ,Godzi RDC Clinic,ZW040409
Zimbabwe Ministry of Health,Mashonaland West ,Sanyati ,Golden Valley Mine Clinic,ZW040652
Zimbabwe Ministry of Health,Mashonaland West ,Chegutu ,Gora Rural Health Centre,ZW040102
Zimbabwe Ministry of Health,Mashonaland West ,Makonde ,Green Valley RDC Clinic,ZW040481
Zimbabwe Ministry of Health,Mashonaland West ,Makonde ,Gudubu Rural Health Centre,ZW040412
Zimbabwe Ministry of Health,Mashonaland West ,Zvimba ,Gwebi Rural Health Centre,ZW040702
Zimbabwe Ministry of Health,Mashonaland West ,Hurungwe ,Helwin Clinic,ZW040245
Zimbabwe Ministry of Health,Mashonaland West ,Zvimba ,Herbert Chitepo,
Zimbabwe Ministry of Health,Mashonaland West ,Hurungwe ,Hesketh Clinic,ZW040246
Zimbabwe Ministry of Health,Mashonaland West ,Makonde ,Hombwe RDC Clinic,ZW040425
Zimbabwe Ministry of Health,Mashonaland West ,Chegutu ,Homedale Clinic,ZW040136
Zimbabwe Ministry of Health,Mashonaland West ,Chegutu ,Hunyani Pulp Clinic,
Zimbabwe Ministry of Health,Mashonaland West ,Hurungwe ,Hurungwe Rural Hospital,ZW04020B
Zimbabwe Ministry of Health,Mashonaland West ,Zvimba ,Inkomo ARMY Mech Field Coy Clinic,ZW040704
Zimbabwe Ministry of Health,Mashonaland West ,Sanyati ,Jairos Jiri Private Clinic,ZW040641
Zimbabwe Ministry of Health,Mashonaland West ,Zvimba ,Jari RDC Clinic,ZW040727
Zimbabwe Ministry of Health,Mashonaland West ,Sanyati ,Jompani Rural Health Centre,ZW040601
Zimbabwe Ministry of Health,Mashonaland West ,Mhondoro ,Jondale Bumbe Rural Health Centre,ZW040504
Zimbabwe Ministry of Health,Mashonaland West ,Sanyati ,Kadoma General Hospital,
Zimbabwe Ministry of Health,Mashonaland West ,Sanyati ,Kadoma ZRP Clinic,ZW040603
Zimbabwe Ministry of Health,Mashonaland West ,Makonde ,Kamhonde Rural Health Centre,ZW040405
Zimbabwe Ministry of Health,Mashonaland West ,Makonde ,Kanyaga RDC Clinic,ZW040488
Zimbabwe Ministry of Health,Mashonaland West ,Kariba ,Kanyati Rural Health Centre,ZW040303
Zimbabwe Ministry of Health,Mashonaland West ,Hurungwe ,Kapfunde Clinic,ZW040291
Zimbabwe Ministry of Health,Mashonaland West ,Kariba ,Kariba District Hospital,ZW04030A
Zimbabwe Ministry of Health,Mashonaland West ,Hurungwe ,Karoi District Hospital,ZW0402OA
Zimbabwe Ministry of Health,Mashonaland West ,Hurungwe ,Karoi Static Clinic,ZW040261
Zimbabwe Ministry of Health,Mashonaland West ,Hurungwe ,Karuru RDC Clinic,
Zimbabwe Ministry of Health,Mashonaland West ,Hurungwe ,Kasimure RHC,ZW040294
Zimbabwe Ministry of Health,Mashonaland West ,Kariba ,Kasvisva RDC Clinic,ZW040363
Zimbabwe Ministry of Health,Mashonaland West ,Chegutu ,Katanga Utano Clinic,
Zimbabwe Ministry of Health,Mashonaland West ,Hurungwe ,Kazangarare Clinic,ZW040227
Zimbabwe Ministry of Health,Mashonaland West ,Zvimba ,Kemurara RDC Clinic,ZW040779
Zimbabwe Ministry of Health,Mashonaland West ,Makonde ,Kenzamba Rural Health Centre,ZW040406
Zimbabwe Ministry of Health,Mashonaland West ,Makonde ,Khosana Ranch RDCClinic,ZW040478
Zimbabwe Ministry of Health,Mashonaland West ,Zvimba ,Kutama RDC Clinic,ZW040743
Zimbabwe Ministry of Health,Mashonaland West ,Zvimba ,Kuwadzana RDC Clinic,ZW040744
Zimbabwe Ministry of Health,Mashonaland West ,Hurungwe ,Lanlory Clinic,ZW040297
Zimbabwe Ministry of Health,Mashonaland West ,Chegutu ,Lismore Clinic,ZW040137
Zimbabwe Ministry of Health,Mashonaland West ,Makonde ,Long Valley RDC Clinic,
Zimbabwe Ministry of Health,Mashonaland West ,Zvimba ,Lospen Farming Clinic,ZW040761
Zimbabwe Ministry of Health,Mashonaland West ,Hurungwe ,Lynx Clinic,ZW040275
Zimbabwe Ministry of Health,Mashonaland West ,Zvimba ,Madzorera RDC Clinic,ZW040728
Zimbabwe Ministry of Health,Mashonaland West ,Mhondoro ,Mafindifindi RDC Clinic,ZW040520
Zimbabwe Ministry of Health,Mashonaland West ,Chegutu ,Mafuti Clinic,ZW040138
Zimbabwe Ministry of Health,Mashonaland West ,Kariba ,Mahombekombe Clinic,ZW040362
Zimbabwe Ministry of Health,Mashonaland West ,Makonde ,Makonde CBDS Clinic,
Zimbabwe Ministry of Health,Mashonaland West ,Makonde ,Makonde Christ Hosp,ZW04040D
Zimbabwe Ministry of Health,Mashonaland West ,Makonde ,Makonde ZNFPC Clinic,
Zimbabwe Ministry of Health,Mashonaland West ,Hurungwe ,Makuti Rural Health Centre,ZW040204
Zimbabwe Ministry of Health,Mashonaland West ,Makonde ,Manyamba Rural Health Centre,ZW040487
Zimbabwe Ministry of Health,Mashonaland West ,Mhondoro ,Manyewe RDC Clinic,ZW040521
Zimbabwe Ministry of Health,Mashonaland West ,Mhondoro ,Manyoni Rural Health Centre,ZW040505
Zimbabwe Ministry of Health,Mashonaland West ,Zvimba ,Mapinga RDC Clinic,ZW040750
Zimbabwe Ministry of Health,Mashonaland West ,Hurungwe ,Masanga Rural Health Centre,ZW040205
Zimbabwe Ministry of Health,Mashonaland West ,Hurungwe ,Mashongwe Clinic,ZW040247
Zimbabwe Ministry of Health,Mashonaland West ,Zvimba ,Masiyarwa RDC Clinic,ZW040725
Zimbabwe Ministry of Health,Mashonaland West ,Makonde ,Matoranjera RDC Clinic,ZW040447
Zimbabwe Ministry of Health,Mashonaland West ,Kariba ,Mayovhe RDC clinic,ZW040364
Zimbabwe Ministry of Health,Mashonaland West ,Chegutu ,Mbyuanehanda Rural Health Centre,ZW040103
Zimbabwe Ministry of Health,Mashonaland West ,Chegutu ,Mhondoro North Clinic,ZW040127
Zimbabwe Ministry of Health,Mashonaland West ,Chegutu ,Mhondoro Rural Hospital,
Zimbabwe Ministry of Health,Mashonaland West ,Kariba ,Mola Clinic,ZW0403O4
Zimbabwe Ministry of Health,Mashonaland West ,Chegutu ,Monera Rural Health Centre,ZW040104
Zimbabwe Ministry of Health,Mashonaland West ,Zvimba ,Mount Hampden RDC Clinic,ZW040745
Zimbabwe Ministry of Health,Mashonaland West ,Hurungwe ,Moy RDC Clinic,ZW040235
Zimbabwe Ministry of Health,Mashonaland West ,Zvimba ,Mpumbu RDC Clinic,ZW040714
Zimbabwe Ministry of Health,Mashonaland West ,Kariba ,Msampakaruma RDC Clinic,ZW040327
Zimbabwe Ministry of Health,Mashonaland West ,Chegutu ,Msengezi Rural Health Centre,ZW040105
Zimbabwe Ministry of Health,Mashonaland West ,Mhondoro ,Mukarati RDC Clinic,ZW040522
Zimbabwe Ministry of Health,Mashonaland West ,Makonde ,Mukohwe RDC Clinic,ZW040426
Zimbabwe Ministry of Health,Mashonaland West ,Chegutu ,Mupawose Clinic,ZW040128
Zimbabwe Ministry of Health,Mashonaland West ,Chegutu ,Mupfure Clinic,
Zimbabwe Ministry of Health,Mashonaland West ,Hurungwe ,Murambe Clinic,ZW040234
Zimbabwe Ministry of Health,Mashonaland West ,Mhondoro ,Murambwa RDC Clinic,ZW040523
Zimbabwe Ministry of Health,Mashonaland West ,Makonde ,Murereka Rural Health Centre,ZW040407
Zimbabwe Ministry of Health,Mashonaland West ,Zvimba ,Muriel Mine Clinic,ZW040776
Zimbabwe Ministry of Health,Mashonaland West ,Chegutu ,Musinami Rural Health Centre,ZW040106
Zimbabwe Ministry of Health,Mashonaland West ,Zvimba ,Mutorashanga RDC Hospital,ZW040720
Zimbabwe Ministry of Health,Mashonaland West ,Sanyati ,Muuyu RDC Clinic,ZW040622
Zimbabwe Ministry of Health,Mashonaland West ,Mhondoro ,Muzvezve Rural Health Centre,ZW040506
Zimbabwe Ministry of Health,Mashonaland West ,Hurungwe ,Mwami Rural Hospital,ZW0402OC
Zimbabwe Ministry of Health,Mashonaland West ,Kariba ,Negande Rural Health Centre,ZW040305
Zimbabwe Ministry of Health,Mashonaland West ,Sanyati ,New Geja Rural Health Centre,ZW040604
Zimbabwe Ministry of Health,Mashonaland West ,Mhondoro ,Ngezi (mhondoro) Rural Hospital,ZW04050A
Zimbabwe Ministry of Health,Mashonaland West ,Sanyati ,Ngezi Municipal_Clinic,ZW040636
Zimbabwe Ministry of Health,Mashonaland West ,Zvimba ,North Middle Dyke Clinic,
Zimbabwe Ministry of Health,Mashonaland West ,Chegutu ,Norton Hospital,ZW04010C
Zimbabwe Ministry of Health,Mashonaland West ,Sanyati ,Nyabango Rural Health Centre,ZW040605
Zimbabwe Ministry of Health,Mashonaland West ,Zvimba ,Nyabira RDC Clinic,ZW040746
Zimbabwe Ministry of Health,Mashonaland West ,Hurungwe ,Nyama clinic,ZW0402.36
Zimbabwe Ministry of Health,Mashonaland West ,Hurungwe ,Nyama Clinic,ZW040236
Zimbabwe Ministry of Health,Mashonaland West ,Hurungwe ,Nyamakate Clinic,ZW040228
Zimbabwe Ministry of Health,Mashonaland West ,Sanyati ,Nyamatani Rural Health Centre,ZW040606
Zimbabwe Ministry of Health,Mashonaland West ,Kariba ,Nyamhunga (kab) Clinic,ZW040361
Zimbabwe Ministry of Health,Mashonaland West ,Hurungwe ,Nyamhunga Sengwe Clinic,ZW040229
Zimbabwe Ministry of Health,Mashonaland West ,Makonde ,Nyamugomba RDC Clinic,ZW040479
Zimbabwe Ministry of Health,Mashonaland West ,Hurungwe ,Nyangoma Clinic,ZW040248
